Country,Plant Name,Latitude,Longitude,Location Accuracy,Plant Type,Within_60_Miles
United States,Northeast Power Station,43.702214,-92.962463,exact,Coal,False
United States,Nucla Station,38.238658,-108.508303,exact,Coal,False
United States,Oak Grove Plant,31.1812611,-96.4889611,exact,Coal,False
United States,Oak Grove Plant,31.1769496,-96.4904195,exact,Coal,False
United States,Oklaunion power station,34.082594,-99.175828,exact,Coal,False
United States,Ottumwa Generating Station,41.097728,-92.554939,exact,Coal,False
United States,Paradise Fossil Plant,37.260342,-86.979172,exact,Coal,False
United States,Paradise Fossil Plant,37.260342,-86.979172,exact,Coal,False
United States,Paradise Fossil Plant,37.260342,-86.979172,exact,Coal,False
United States,Pawnee Station,40.220197,-103.679472,exact,Coal,False
United States,Petersburg Generating Station,38.528267,-87.252886,exact,Coal,False
United States,Petersburg Generating Station,38.528267,-87.252886,exact,Coal,False
United States,Petersburg Generating Station,38.528267,-87.252886,exact,Coal,False
United States,Petersburg Generating Station,38.528267,-87.252886,exact,Coal,False
United States,Philip Sporn Power Plant,38.973614,-81.929753,exact,Coal,False
United States,Philip Sporn Power Plant,38.973614,-81.929753,exact,Coal,False
United States,Philip Sporn Power Plant,38.973614,-81.929753,exact,Coal,False
United States,Philip Sporn Power Plant,38.973614,-81.929753,exact,Coal,False
United States,Philip Sporn Power Plant,38.973614,-81.929753,exact,Coal,False
United States,Pirkey Power Plant,32.461039,-94.484811,exact,Coal,False
United States,Platte Generating Station,40.853758,-98.348208,exact,Coal,False
United States,Pleasants power station,39.367358,-81.295733,exact,Coal,False
United States,Pleasants power station,39.367358,-81.295733,exact,Coal,False
United States,Port Comfort Repowering Project,28.6716,-96.561093,approximate,Coal,False
United States,Powerton Generating Station,40.540667,-89.678656,exact,Coal,False
United States,Powerton Generating Station,40.540667,-89.678656,exact,Coal,False
United States,PPG Natrium Plant,39.746519,-80.853631,exact,Coal,False
United States,Prairie Creek Generating Station,41.943667,-91.638692,exact,Coal,False
United States,Prairie Creek Generating Station,41.943667,-91.638692,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Presque Isle Power Plant,46.579178,-87.395242,exact,Coal,False
United States,Pulliam Power Plant,44.539869,-88.008225,exact,Coal,False
United States,Pulliam Power Plant,44.539869,-88.008225,exact,Coal,False
United States,Pulliam Power Plant,44.539869,-88.008225,exact,Coal,False
United States,Pulliam Power Plant,44.539869,-88.008225,exact,Coal,False
United States,Pulliam Power Plant,44.539869,-88.008225,exact,Coal,False
United States,Pulliam Power Plant,44.539869,-88.008225,exact,Coal,False
United States,Quintana South Heart Power Project,46.863889,-102.992222,approximate,Coal,False
United States,R. Paul Smith power station,39.595022,-77.826739,exact,Coal,False
United States,R. Paul Smith power station,39.595022,-77.826739,exact,Coal,False
United States,Rawhide Energy Station,40.860042,-105.026917,exact,Coal,False
United States,Red Hills Generation Facility,33.376153,-89.218469,exact,Coal,False
United States,Richard H. Gorsuch Generating Station,39.3672,-81.5188,exact,Coal,False
United States,Richard H. Gorsuch Generating Station,39.3672,-81.5188,exact,Coal,False
United States,Richard H. Gorsuch Generating Station,39.3672,-81.5188,exact,Coal,False
United States,Richard H. Gorsuch Generating Station,39.3672,-81.5188,exact,Coal,False
United States,River Hill Power Project,41.141018,-78.096845,approximate,Coal,False
United States,River Valley power station,35.191944,-94.6425,exact,Coal,False
United States,River Valley power station,35.191944,-94.6425,exact,Coal,False
United States,Riverside (IA) power station,41.540447,-90.447786,exact,Coal,False
United States,Riverton Power Plant,37.071802,-94.700117,exact,Coal,False
United States,Riverton Power Plant,37.071802,-94.700117,exact,Coal,False
United States,Rivesville power station,39.531394,-80.112394,exact,Coal,False
United States,Rivesville power station,39.531394,-80.112394,exact,Coal,False
United States,Roanoke Valley Energy Facility,36.4369,-77.616178,exact,Coal,False
United States,Roanoke Valley Energy Facility,36.4369,-77.616178,exact,Coal,False
United States,Robert Reid Power Plant,37.645833,-87.503056,exact,Coal,False
United States,Rockport Plant,37.925708,-87.037083,exact,Coal,False
United States,Rockport Plant,37.925708,-87.037083,exact,Coal,False
United States,Rosebud Power Plant,45.975156,-106.655244,exact,Coal,False
United States,Roy S. Nelson Generating Plant,30.284383,-93.288861,exact,Coal,False
United States,Rumford Cogeneration Plant,44.552008,-70.542397,exact,Coal,False
United States,San Juan Generating Station,36.802039,-108.438094,exact,Coal,False
United States,San Juan Generating Station,36.802039,-108.438094,exact,Coal,False
United States,San Juan Generating Station,36.802039,-108.438094,exact,Coal,False
United States,San Juan Generating Station,36.802039,-108.438094,exact,Coal,False
United States,Sandy Creek Plant,31.47506,-96.95735,exact,Coal,False
United States,Scherer Steam Generating Station,33.060308,-83.806889,exact,Coal,False
United States,Scherer Steam Generating Station,33.060308,-83.806889,exact,Coal,False
United States,Scherer Steam Generating Station,33.060308,-83.806889,exact,Coal,False
United States,Scherer Steam Generating Station,33.060308,-83.806889,exact,Coal,False
United States,Scholz Generating Plant,30.669289,-84.887722,exact,Coal,False
United States,Scholz Generating Plant,30.669289,-84.887722,exact,Coal,False
United States,Sevier Plant,38.854462,-111.968159,approximate,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawnee Fossil Plant,37.152414,-88.776922,exact,Coal,False
United States,Shawville Generating Station,41.067089,-78.365144,exact,Coal,False
United States,Shawville Generating Station,41.067089,-78.365144,exact,Coal,False
United States,Shawville Generating Station,41.067089,-78.365144,exact,Coal,False
United States,Shawville Generating Station,41.067089,-78.365144,exact,Coal,False
United States,Sheldon Station,40.559264,-96.783911,exact,Coal,False
United States,Sheldon Station,40.559264,-96.783911,exact,Coal,False
United States,Shiras Station,46.5312,-87.392,exact,Coal,False
United States,Sikeston power station,36.878936,-89.62055,exact,Coal,False
United States,Silver Bay Power Plant,47.286678,-91.260331,exact,Coal,False
United States,Silver Bay Power Plant,47.286678,-91.260331,exact,Coal,False
United States,Silver Lake Plant,44.028465,-92.460272,exact,Coal,False
United States,Smith Station,37.968348,-84.157621,approximate,Coal,False
United States,Sooner Generating Station,36.454469,-97.052419,exact,Coal,False
United States,Sooner Generating Station,36.454469,-97.052419,exact,Coal,False
United States,Spiritwood Industrial Park,46.925511,-98.502173,exact,Coal,False
United States,Springerville power station,34.318533,-109.166003,exact,Coal,False
United States,Springerville power station,34.318533,-109.166003,exact,Coal,False
United States,Springerville power station,34.318533,-109.166003,exact,Coal,False
United States,Springerville power station,34.318533,-109.166003,exact,Coal,False
United States,Stanton Station,47.286211,-101.332081,exact,Coal,False
United States,Stoneman Generating Station,42.7079,-90.9843,exact,Coal,False
United States,Streeter Station,42.526977,-92.439112,exact,Coal,False
United States,Sunnyside Cogeneration Facility,39.546133,-110.389422,exact,Coal,False
United States,Susitna power station,61.781977,-151.661459,approximate,Coal,False
United States,Sutton Steam Plant,34.282828,-77.986417,exact,Coal,False
United States,Sutton Steam Plant,34.282828,-77.986417,exact,Coal,False
United States,Sutton Steam Plant,34.282828,-77.986417,exact,Coal,False
United States,Syl Laskin Energy Center,47.529953,-92.162,exact,Coal,False
United States,Syl Laskin Energy Center,47.529953,-92.162,exact,Coal,False
United States,Taconite Harbor Energy Center,47.531225,-90.911758,exact,Coal,False
United States,Taconite Harbor Energy Center,47.531225,-90.911758,exact,Coal,False
United States,Taconite Harbor Energy Center,47.531225,-90.911758,exact,Coal,False
United States,Taylorville Energy Center,39.529871,-89.27796,approximate,Coal,False
United States,TES Filer City Station,44.217,-86.2906,exact,Coal,False
United States,TES Filer City Station,44.217,-86.2906,exact,Coal,False
United States,Texas Clean Energy Project,31.87661,-102.343554,approximate,Coal,False
United States,Thomas Hill Energy Center,39.552742,-92.638175,exact,Coal,False
United States,Thomas Hill Energy Center,39.552742,-92.638175,exact,Coal,False
United States,Thomas Hill Energy Center,39.552742,-92.638175,exact,Coal,False
United States,Tobaccoville power station,36.2511,-80.3669,exact,Coal,False
United States,Tobaccoville power station,36.2511,-80.3669,exact,Coal,False
United States,Tolk Station,34.185119,-102.569306,exact,Coal,False
United States,Tolk Station,34.185119,-102.569306,exact,Coal,False
United States,Toquop,37.759757,-114.972677,approximate,Coal,False
United States,Trailblazer Energy Center,32.466668,-100.411519,approximate,Coal,False
United States,Trigen Syracuse Plant,43.065381,-76.208311,exact,Coal,False
United States,TS Power Plant,40.746006,-116.529833,exact,Coal,False
United States,Two Elk Energy Park,44.247876,-105.549839,approximate,Coal,False
United States,Two Elk Energy Park,44.247876,-105.549839,approximate,Coal,False
United States,Urquhart Station,33.434617,-81.910858,exact,Coal,False
United States,Urquhart Station,33.434617,-81.910858,exact,Coal,False
United States,Urquhart Station,33.434617,-81.910858,exact,Coal,False
United States,Vermilion power station,40.178055,-87.748055,exact,Coal,False
United States,Vermilion power station,40.178055,-87.748055,exact,Coal,False
United States,Virginia City Hybrid Energy Center,36.91805,-82.338017,exact,Coal,False
United States,W.S. Lee Steam Station,34.602336,-82.434878,exact,Coal,False
United States,W.S. Lee Steam Station,34.602336,-82.434878,exact,Coal,False
United States,W.S. Lee Steam Station,34.602336,-82.434878,exact,Coal,False
United States,Wabash River Generating Station,39.527389,-87.423178,exact,Coal,False
United States,Wabash River Generating Station,39.527389,-87.423178,exact,Coal,False
United States,Wabash River Generating Station,39.527389,-87.423178,exact,Coal,False
United States,Wabash River Generating Station,39.527389,-87.423178,exact,Coal,False
United States,Wabash River Generating Station,39.527389,-87.423178,exact,Coal,False
United States,Wabash River Generating Station,39.527389,-87.423178,exact,Coal,False
United States,Wabash River Generating Station,39.527389,-87.423178,exact,Coal,False
United States,Warren Generating power station,41.835947,-79.18867,exact,Coal,False
United States,Warren Generating power station,41.835947,-79.18867,exact,Coal,False
United States,Warrick Power Plant,37.915,-87.333681,exact,Coal,False
United States,Warrick Power Plant,37.915,-87.333681,exact,Coal,False
United States,Warrick Power Plant,37.915,-87.333681,exact,Coal,False
United States,Warrick Power Plant,37.915,-87.333681,exact,Coal,False
United States,Washington Plant,32.984243,-82.807046,approximate,Coal,False
United States,Weadock Generating Plant,43.641447,-83.842706,exact,Coal,False
United States,Weadock Generating Plant,43.641447,-83.842706,exact,Coal,False
United States,Weatherspoon Plant,34.589523,-78.975649,exact,Coal,False
United States,Weatherspoon Plant,34.589523,-78.975649,exact,Coal,False
United States,Weatherspoon Plant,34.589523,-78.975649,exact,Coal,False
United States,Welsh Power Plant,33.055217,-94.840283,exact,Coal,False
United States,Welsh Power Plant,33.055217,-94.840283,exact,Coal,False
United States,Welsh Power Plant,33.055217,-94.840283,exact,Coal,False
United States,Weston Power Plant,44.857744,-89.650192,exact,Coal,False
United States,Weston Power Plant,44.857744,-89.650192,exact,Coal,False
United States,Weston Power Plant,44.857744,-89.650192,exact,Coal,False
United States,Weston Power Plant,44.857744,-89.650192,exact,Coal,False
United States,WestRock Florence Power Plant,34.152889,-79.559767,exact,Coal,False
United States,Whelan Energy Center,40.5805861,-98.3112417,exact,Coal,False
United States,Whelan Energy Center,40.580619,-98.310782,exact,Coal,False
United States,White Stallion Energy Center,28.694729,-95.957422,approximate,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Widows Creek Fossil Plant,34.885422,-85.750939,exact,Coal,False
United States,Willow Island power station,39.367571,-81.295226,exact,Coal,False
United States,Willow Island power station,39.367571,-81.295226,exact,Coal,False
United States,Wilson Station,37.4497,-87.080458,exact,Coal,False
United States,Wolverine Clean Energy Venture,45.420768,-83.80361,approximate,Coal,False
United States,Wygen I power station,44.286754,-105.387451,exact,Coal,False
United States,Wygen II power station,44.287911,-105.383969,exact,Coal,False
United States,Wygen III power station,44.286754,-105.387451,exact,Coal,False
United States,Wyodak Power Plant,44.287911,-105.383969,exact,Coal,False
United States,SSAB Americas Alabama steel plant,30.941783,-88.012437,exact,Steel,False
United States,AM/NS Calvert LLC,31.148446,-87.990521,exact,Steel,False
United States,Outokumpu Stainless USA steel plant,31.148179,-87.98866,exact,Steel,False
United States,Nucor Steel Decatur plant,34.63963,-87.085738,exact,Steel,False
United States,Nucor Steel Kingman plant,35.143192,-114.089568,exact,Steel,False
United States,Gerdau Fort Smith steel plant,35.307055,-94.372912,exact,Steel,False
United States,Leggett & Platt Sterling Steel plant,41.785971,-89.710947,exact,Steel,False
United States,Steel Dynamics Butler plant,41.37064,-84.917454,exact,Steel,False
United States,Steel Dynamics Columbia City plant,41.121613,-85.348602,exact,Steel,False
United States,SSAB Americas Iowa steel plant,41.482009,-90.820921,exact,Steel,False
United States,Steel Dynamics Columbus plant,33.44758,-88.572683,exact,Steel,False
United States,Nucor Steel Norfolk plant,42.078908,-97.360854,exact,Steel,False
United States,Nucor Steel Darlington plant,34.375628,-79.895165,exact,Steel,False
United States,Optimus Steel Beaumont plant,30.08201,-94.074694,exact,Steel,False
United States,Nucor Steel Jewett plant,31.351853,-96.165436,exact,Steel,False
United States,ArcelorMittal Texas DRI plant,27.888929,-97.282062,exact,Steel,False
United States,Steel Dynamics Sinton plant,28.05182,-97.48804,exact,Steel,False
United States,BlueScope Steel EAF plant,39.815712,-101.275181,approximate,Steel,False
United States,Steel Dynamics Roanoke steel plant,37.272927,-79.998828,exact,Steel,False
United States,Nucor Steel West Virginia EAF steel plant,38.762558,-82.047437,approximate,Steel,False
United States,A. B. Brown power station,37.9053,-87.715,exact,Oil & Gas,False
United States,A. B. Brown power station,37.9053,-87.715,exact,Oil & Gas,False
United States,A. B. Brown power station,37.9053,-87.715,exact,Oil & Gas,False
United States,A. B. Brown power station,37.9053,-87.715,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,AL Sandersville power station,33.1189,-82.8608,exact,Oil & Gas,False
United States,Aberdeen power station,45.429884,-98.49396,exact,Oil & Gas,False
United States,Acadia energy center,30.428611,-92.41306,exact,Oil & Gas,False
United States,Acadia energy center,30.428611,-92.41306,exact,Oil & Gas,False
United States,Air Products Port Arthur power station,29.866497,-93.96515,exact,Oil & Gas,False
United States,Alliant Energy Neenah power station,44.1936,-88.5064,exact,Oil & Gas,False
United States,Alliant Energy Neenah power station,44.1936,-88.5064,exact,Oil & Gas,False
United States,Alpine power plant,45.063748,-84.82535,exact,Oil & Gas,False
United States,Alpine power plant,45.063748,-84.82535,exact,Oil & Gas,False
United States,Androscoggin energy center,44.506315,-70.24231,exact,Oil & Gas,False
United States,Androscoggin energy center,44.506315,-70.24231,exact,Oil & Gas,False
United States,Androscoggin energy center,44.506315,-70.24231,exact,Oil & Gas,False
United States,Angus Anson power station,43.60347,-96.6356,exact,Oil & Gas,False
United States,Angus Anson power station,43.60347,-96.6356,exact,Oil & Gas,False
United States,Angus Anson power station,43.60347,-96.6356,exact,Oil & Gas,False
United States,Archbald power station,41.485,-75.5406,exact,Oil & Gas,False
United States,Arsenal Hill power station,32.5181,-93.7611,exact,Oil & Gas,False
United States,Arvah B Hopkins power station,30.4522,-84.4,exact,Oil & Gas,False
United States,Arvah B Hopkins power station,30.4522,-84.4,exact,Oil & Gas,False
United States,Arvah B Hopkins power station,30.4522,-84.4,exact,Oil & Gas,False
United States,Asheville Plant,35.4731,-82.5417,exact,Oil & Gas,False
United States,Asheville Plant,35.4731,-82.5417,exact,Oil & Gas,False
United States,Asheville Plant,35.4731,-82.5417,exact,Oil & Gas,False
United States,Asheville Plant,35.4731,-82.5417,exact,Oil & Gas,False
United States,Astoria (Otter Tail) power station,44.574965,-96.55942,exact,Oil & Gas,False
United States,Attala power station,33.0147,-89.6753,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Audrain generating station,39.3092,-91.5369,exact,Oil & Gas,False
United States,Axiall Natrium Plant,39.7475,-80.8547,exact,Oil & Gas,False
United States,Baconton power plant,31.3869,-84.08,exact,Oil & Gas,False
United States,Baconton power plant,31.3869,-84.08,exact,Oil & Gas,False
United States,Baconton power plant,31.3869,-84.08,exact,Oil & Gas,False
United States,Baconton power plant,31.3869,-84.08,exact,Oil & Gas,False
United States,Barney M Davis power station,27.6064,-97.3117,exact,Oil & Gas,False
United States,Barney M Davis power station,27.6064,-97.3117,exact,Oil & Gas,False
United States,Barry Steam Plant,31.0069,-88.0103,exact,Oil & Gas,False
United States,Barry Steam Plant,31.0069,-88.0103,exact,Oil & Gas,False
United States,Barry Steam Plant,31.0069,-88.0103,exact,Oil & Gas,False
United States,Barry Steam Plant,31.0069,-88.0103,exact,Oil & Gas,False
United States,Barry Steam Plant,31.0069,-88.0103,exact,Oil & Gas,False
United States,Barry Steam Plant,31.0069,-88.0103,exact,Oil & Gas,False
United States,Baxter Wilson power station,32.2831,-90.9306,exact,Oil & Gas,False
United States,Bayou Cove Peaking power,30.2825,-92.5997,exact,Oil & Gas,False
United States,Bayou Cove Peaking power,30.2825,-92.5997,exact,Oil & Gas,False
United States,Bayou Cove Peaking power,30.2825,-92.5997,exact,Oil & Gas,False
United States,Bayou Cove Peaking power,30.2825,-92.5997,exact,Oil & Gas,False
United States,Beatrice power station,40.330184,-96.80815,exact,Oil & Gas,False
United States,Beluga power station,61.1861,-151.0356,exact,Oil & Gas,False
United States,Beluga power station,61.1861,-151.0356,exact,Oil & Gas,False
United States,Beluga power station,61.1861,-151.0356,exact,Oil & Gas,False
United States,Beluga power station,61.1861,-151.0356,exact,Oil & Gas,False
United States,Big Sandy Peaker Plant,38.3441,-82.5938,exact,Oil & Gas,False
United States,Big Sandy Peaker Plant,38.3441,-82.5938,exact,Oil & Gas,False
United States,Big Sandy Peaker Plant,38.3441,-82.5938,exact,Oil & Gas,False
United States,Big Sandy Peaker Plant,38.3441,-82.5938,exact,Oil & Gas,False
United States,Big Sandy Peaker Plant,38.3441,-82.5938,exact,Oil & Gas,False
United States,Big Sandy Peaker Plant,38.3441,-82.5938,exact,Oil & Gas,False
United States,Big Sandy Plant,38.1707,-82.6176,exact,Oil & Gas,False
United States,Black Hawk Station,35.6957,-101.36,exact,Oil & Gas,False
United States,Black Hawk Station,35.6957,-101.36,exact,Oil & Gas,False
United States,Black Mountain generating station,35.0361,-114.1594,exact,Oil & Gas,False
United States,Black Mountain generating station,35.0361,-114.1594,exact,Oil & Gas,False
United States,Bluffview power station,36.716628,-108.2153,exact,Oil & Gas,False
United States,Blythe Energy power station,33.6157,-114.6865,exact,Oil & Gas,False
United States,Bosque County Peaking power station,31.8594,-97.3586,exact,Oil & Gas,False
United States,Bosque County Peaking power station,31.8594,-97.3586,exact,Oil & Gas,False
United States,Brame Energy power station,31.395,-92.71667,exact,Oil & Gas,False
United States,Broadwing Clean energy complex,39.8496585753772,-88.9510466624394,approximate,Oil & Gas,False
United States,Brush generation facility,40.2415,-103.631,exact,Oil & Gas,False
United States,Brush generation facility,40.2415,-103.631,exact,Oil & Gas,False
United States,Brush generation facility,40.2415,-103.631,exact,Oil & Gas,False
United States,Bucksport Generation power station,44.5738,-68.8046,exact,Oil & Gas,False
United States,Burlington Generating Station,40.7412,-91.1167,exact,Oil & Gas,False
United States,C R Wing cogeneration plant,32.273178,-101.4224,exact,Oil & Gas,False
United States,C W Burdick power station,40.9228,-98.3269,exact,Oil & Gas,False
United States,C W Burdick power station,40.9228,-98.3269,exact,Oil & Gas,False
United States,CE&P Imperial Valley 1 power station,32.912778,-115.5183,exact,Oil & Gas,False
United States,CFB power plant,28.650278,-96.53972,exact,Oil & Gas,False
United States,CFB power plant,28.650278,-96.53972,exact,Oil & Gas,False
United States,CH Resources Beaver Falls power station,43.8861,-75.4342,exact,Oil & Gas,False
United States,CH Resources Syracuse power station,43.0664,-76.2144,exact,Oil & Gas,False
United States,CPV Shay energy center,39.29837,-80.69298,approximate,Oil & Gas,False
United States,Calcasieu power station,30.1608,-93.345,exact,Oil & Gas,False
United States,Calcasieu power station,30.1608,-93.345,exact,Oil & Gas,False
United States,Caledonia power station,33.6464,-88.2717,exact,Oil & Gas,False
United States,Caledonia power station,33.6464,-88.2717,exact,Oil & Gas,False
United States,Caledonia power station,33.6464,-88.2717,exact,Oil & Gas,False
United States,Canaday power station,40.6942,-99.7011,exact,Oil & Gas,False
United States,Carl Bailey power station,35.260102,-91.36343,exact,Oil & Gas,False
United States,Carr Street generating station,43.06132,-76.08239,exact,Oil & Gas,False
United States,Carthage Energy power station,43.9842,-75.6225,exact,Oil & Gas,False
United States,Carty generating station,45.698611,-119.8131,exact,Oil & Gas,False
United States,Cascade Creek power station,44.0322,-92.4908,exact,Oil & Gas,False
United States,Cayuga Generating Station,39.9242,-87.4244,exact,Oil & Gas,False
United States,Central Utility Plant - Texas A&M power station,30.617778,-96.34333,exact,Oil & Gas,False
United States,Ceredo generating station,38.3681,-82.5339,exact,Oil & Gas,False
United States,Ceredo generating station,38.3681,-82.5339,exact,Oil & Gas,False
United States,Ceredo generating station,38.3681,-82.5339,exact,Oil & Gas,False
United States,Ceredo generating station,38.3681,-82.5339,exact,Oil & Gas,False
United States,Ceredo generating station,38.3681,-82.5339,exact,Oil & Gas,False
United States,Ceredo generating station,38.3681,-82.5339,exact,Oil & Gas,False
United States,Chanute 2 power station,37.6953,-95.4586,exact,Oil & Gas,False
United States,Charles D. Lamb energy center,36.813889,-97.12528,exact,Oil & Gas,False
United States,Charles R. Lowman Power Plant,31.488019,-87.91075,exact,Oil & Gas,False
United States,Chehalis generating facility,46.6225,-122.9131,exact,Oil & Gas,False
United States,Chevron Oil power station,30.34,-88.4919,exact,Oil & Gas,False
United States,Cheyenne Prairie generating station,41.123611,-104.72,exact,Oil & Gas,False
United States,Chino Mines power station,32.6956,-108.1225,exact,Oil & Gas,False
United States,Choctaw County power station,33.2881,-89.4201,exact,Oil & Gas,False
United States,Cimarron River power station,37.1611,-100.7619,exact,Oil & Gas,False
United States,Clean Path energy center,36.77378,-108.505,exact,Oil & Gas,False
United States,Clifton power station,39.6125,-97.2778,exact,Oil & Gas,False
United States,Clinch River Plant,36.9333,-82.1997,exact,Oil & Gas,False
United States,Clinch River Plant,36.9333,-82.1997,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colbert Fossil Plant,34.7439,-87.8486,exact,Oil & Gas,False
United States,Colusa generating station,39.3661,-122.27,exact,Oil & Gas,False
United States,Comanche (OK) power station,34.5431,-98.3244,exact,Oil & Gas,False
United States,Combined Locks energy center,44.2717,-88.3011,exact,Oil & Gas,False
United States,Cordova Energy power station,41.712216,-90.27968,exact,Oil & Gas,False
United States,Corpus Christi energy center,27.8139,-97.4283,exact,Oil & Gas,False
United States,Cottonwood Energy Project,30.2588,-93.7353,exact,Oil & Gas,False
United States,Cottonwood Energy Project,30.2588,-93.7353,exact,Oil & Gas,False
United States,Cottonwood Energy Project,30.2588,-93.7353,exact,Oil & Gas,False
United States,Cottonwood Energy Project,30.2588,-93.7353,exact,Oil & Gas,False
United States,Coughlin power station,30.8439,-92.26111,exact,Oil & Gas,False
United States,Coughlin power station,30.8439,-92.26111,exact,Oil & Gas,False
United States,Coyote Clean power project,37.2559182548915,-107.633065263039,approximate,Oil & Gas,False
United States,Coyote Springs II power station,45.848039,-119.674,exact,Oil & Gas,False
United States,Coyote Springs power station,45.847998,-119.6739,exact,Oil & Gas,False
United States,Crossroads energy center,34.183,-90.5621,exact,Oil & Gas,False
United States,Crossroads energy center,34.183,-90.5621,exact,Oil & Gas,False
United States,Crossroads energy center,34.183,-90.5621,exact,Oil & Gas,False
United States,Crossroads energy center,34.183,-90.5621,exact,Oil & Gas,False
United States,Crystal River Energy Complex,28.9656,-82.6977,exact,Oil & Gas,False
United States,Crystal River Energy Complex,28.9656,-82.6977,exact,Oil & Gas,False
United States,Culbertson generation station,48.21,-104.3917,exact,Oil & Gas,False
United States,Cunningham power station,32.7131,-103.3533,exact,Oil & Gas,False
United States,Cunningham power station,32.7131,-103.3533,exact,Oil & Gas,False
United States,Cunningham power station,32.7131,-103.3533,exact,Oil & Gas,False
United States,Cunningham power station,32.7131,-103.3533,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dahlberg power station,34.042267,-83.39772,exact,Oil & Gas,False
United States,Dan E Karn power station,43.644996,-83.84007,exact,Oil & Gas,False
